#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
8143b5f3b2d11bef5295daf8bae511f0	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__Hafnia	 s__alvei
a4b18973e8b03c117bcc0c3c68dabf11	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
4ce9dc2a4db691906c740d09a096b69c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
8c508984551f6f08396c2dec9a3c2679	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
3800e81f06f12e70cb2af581780d9291	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
94d3159e4d89ed3dde831775007a1145	k__Bacteria	Proteobacteria	 c__Epsilonproteobacteria	 o__Campylobacterales	 f__Helicobacteraceae		
a7603b0b8a00bfa70225a5ecf807ad0b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
794393090cfb64ff965da40aae51f9d5	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
a15a81e782c92b760485857c5d2166a1	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
e4b2d86ea043bd6637c74127c88019da	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
4776021feabb4cf01824583c5e228c31	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__[Mogibacteriaceae]	 g__	 s__
fdc75e64f22fd8d36d77007c78e737b9	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
c96f65b64f9de89589d1088e17459c96	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
1862c110740053501d1a2f9cb509e156	k__Bacteria	Tenericutes	 c__Mollicutes	 o__RF39	 f__	 g__	 s__
b3b85712c00d0750ff579836e3c8da87	k__Bacteria	Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Oxalobacter	 s__formigenes
6ec61c91bcb7a218d456e940ad0d92eb	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
6ac278c0d9b205a362449463a1bdfff8	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium	 s__
c82870cd9d4730bc71f54e84a677293a	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
2379abc10838fd9f261a8dbe957c66a2	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
4d47b0f9bd00852e8148fcfcead25c70	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
b71e88af297d8162d21fa4ef9c74237b	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
ea61824582f0a578b522877955377714	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
6695396f5461c2a81ff54ee3d076e648	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__	 s__
68104d9f0589f3d3041b66b431b8491d	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
5a0eb5e157f2247bc5e90450f9b8f7b4	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
85b9728e92eb1c0c69a65ceaea75b218	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__
fda2c882a659c6f3c70970e6ac06b7da	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	
ab4593fe4699d655fe9b01788a130ee7	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales			
ef8b9af0a0ffbe08f75534e550629673	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
71fd06bf8c25e42ed875df9c9ed704f7	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Brevundimonas	 s__diminuta
265535fb176f8b386c6500dcf21a517f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Dorea	 s__
08d8a5fcf1dfcd51411bcb1ef83104c9	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
afee48b3135bdb67d2344480e8e0c7e0	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
bca80c84a9c963662df8997fdedb23ce	k__Bacteria	Cyanobacteria	 c__4C0d-2	 o__YS2	 f__	 g__	 s__
5a9dbb59a774f52d2adaaedc8b06a9df	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
5859c644498bf396619fcca4ed014b8d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__ovatus
61a006b2f6a3fa889e62f7ba1d1c8943	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
5d2d4a21d916e214a93e99ff5eaab882	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
f647f3435169faf0f2bd07394714d3bb	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
cbe3d19a7c83208ee75de8048464c4cc	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__
1d60e4d996ce10a25bc2aa4c14995595	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
3ae7d1db0bdd038eb619b17613c49d26	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
718fd5649f65dd9b5d717d153e63fa46	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
ceee4259d57ee737e9b49c5dfe936bcb	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
17d2296cc942354209a747a1252cc6ba	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
2b1db7c61d372cadb64fa6ec6615bfb7	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
7299d956d5784c631b67b6f557e151fc	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
6c4d2801ab82aebf00e426bbe0110382	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
8cb24777cb48dde0aac60dfeca125d10	k__Bacteria	Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Bacillus	
876c38d1c87b10e75ed5444ac77cd5ce	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__S24-7	 g__	 s__
f6480a4a76fc4ed7440c07085c944c5d	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
f9fc7a54d52b59a8c803082450b051cc	k__Bacteria	Bacteroidetes	 c__[Saprospirae]	 o__[Saprospirales]	 f__Chitinophagaceae	 g__Sediminibacterium	 s__
9f33c9ca6b271bf2a2d6bf14373ba1cd	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
5aff30b42c7659bb68d54048a241b3bf	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__Rikenella	 s__
121e9db1a1a72edda7b7a2bbc723bf5d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__Rikenella	 s__
931b95c7ec8076f15d2647ce159fce8f	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
b2dc66d9fb441733fc99e6315adea8b9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
8b74089f59b28e641f2c8c736707f8b2	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
081cdd12fa6dab662d2b72a582d9b761	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
881891898e907792994cd92068840343	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
9cb6123fb8afaa505cd8891a727adb3a	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
0684c1828f8c6097658875bdc2846047	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__
943f9002dd6931171e806448807ae8b1	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
3e1233058bf332564d94b52c83fff401	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
5e6d7d0c40fbebed2f3e52a52129d026	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
49cdb34da89f8e11cef2aaecf1c8ba84	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__Rikenella	 s__
a2c3631b8f9cc7a06aac856a707647e6	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
d99924af79100800edeba6e420aab4fb	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__	 s__
d203a5aac2540aa3cce4159018fda9ba	k__Bacteria	Verrucomicrobia	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__Akkermansia	 s__muciniphila
b326b74bbd803234d609305fca3c9581	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
d10097fd7020d0460f12314c48c4f84e	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__	 s__
daa6e7690dd8c544d509b643b122f917	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Holdemania	 s__
427f5142ae52662b7db0bdd5689461f0	k__Bacteria	Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Enterococcaceae	 g__Enterococcus	 s__
020735da7f69488e303574c6a67ed6e6	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
cdcd7881dd554b7b792ba95f6c2a1194	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
7a1dcbd9d4053377f9028ad0555868f3	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
e13530b3591c561175f61a46ccf146de	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
2e96a8741137c48772f1bc28343e1189	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Coprobacillus	 s__
9763ca4caff816258ffc89f4165f647c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__	 s__
6f9ed3fe8a588353ce82a5866da83b7b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
4a9724d292d19c24500e55edd63bc95f	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
7cd4efa29b942711d9a324e442bd9268	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	 s__citroniae
a5856b277892edecb674b54235e9c3f9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
7377b2f21009a962b2be1d94b7df7671	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__	 s__
5cfcf671482c2e12e00e5f939f8cb7bf	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__RF32	 f__	 g__	 s__
4f38747c471b916678b11b424288eba1	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
f46081b0047d95610022d73e39964ce4	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
17c4eca806c3f16af1f9471681f01db8	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__Rikenella	 s__
3ccb3cc712e0db60d7f9b06bde056a8a	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Peptococcaceae	 g__rc4-4	 s__
