#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
560788bae2dc17a771b4003cd9ea1866	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
82a223ee6574024f2a4a932521288874	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
5189fc9a3bae2857bba38fd752d9fc35	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
968bf771b4f1167372e878b29182dbba	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
4635d14748a18568c13f9265ac715765	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pasteurellales	 f__	 g__	 s__
c06c5fa4b6cad31ca0e61c9cfac664b7	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
e34995e8c6e90e6b3e30b9d918a63e74	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__[Chromatiaceae]	 g__Rheinheimera	 s__
6c2a9a5a94270ee454cfb2dea1d31449	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
744d9f0fc700fd631a47dccf094e1423	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Blautia	 s__
b65f9b10da2a6b3f92473000dd0d0271	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
d7f7c3c81c63fe425434c65d575d4287	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
a67d749cf07f46ba04324c64023e6434	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
e2e53e45a5fad1bae2a096656f857bde	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
18a3598897223642e092cf1a3b0f9b60	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
356ce0953d91a57722f4df1f729167cc	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
f5d4a282207b84e7bb02dacc0df4683b	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
de230e564aca24708f3601cb7e48cdde	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
295eb9c03cf14b573bd8228499819e32	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
5bbd6726850e3b938ef0b5b9c2493a37	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
1e9e763a1444200b893bec125466cc3d	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
30f7a9819d58e8c66856a6cda286a9f1	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
4d2db3d4a09e65b6385a74e2105c5097	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
2c5b8ed49a4befa94a4a6ad6df2375c8	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
d5b3f9008b675796e5ae3dcc88065e93	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
4d25c48e77fb8917c80f39b3351603ca	k__Bacteria	Actinobacteria	 c__Actinobacteria	 o__Actinomycetales	 f__Corynebacteriaceae	 g__Corynebacterium	 s__
628e82bb3169e21475883f81dce2b8ef	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__
ef66044da476f2e1f7c166bf488bc787	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	
1d9db9c30a1e024a6ec028aa48936138	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__ovatus
a8eb3e86e896febff5f3e223f84ba94b	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
36ef618fcc3c053e718da10f33f70dc9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
900a4d57074b63634bf1444da93a8095	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
b82d7b8b90b55a67845d535379860706	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
d530d67b5485d65d9ad9c435d9e64c0c	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Clostridium	 s__cocleatum
8dff50d63a418eafee877c0d6ca25f78	k__Bacteria	Cyanobacteria	 c__4C0d-2	 o__YS2	 f__	 g__	 s__
1a014e7d6674702eac59d6d3f567e3e3	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
77d2373134806bae7e007696b85eeaf5	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__
ac3f21250efa6d1af5889703e586a194	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
c29e71500c85aa24c58047c7f1b60fc6	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
dc319cf2bd5065b4efcb8026fb5aeacd	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
10cfd4b1a0844fb2346b718b238977ad	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__Rikenella	 s__
2c205d73885447f37a646b678b3d39a1	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
fb3d50dfbf4f31a0e858d084f82adc99	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	
4724f3070c88dabf497f14612afa6e44	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
fd9191c576347f647c7aad7d1b99b7f2	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Dorea	 s__
f87cb8882fbf7d7409026c717fba6937	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
94a6e8fe75360c2620a66f08aae12e6c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__[Mogibacteriaceae]	 g__	 s__
0758f276424841b44ea4aaab2061246a	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
e6c2f441edbbbd1214032317c0f6e9a3	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
843aa1d1070890aacad7866947e77e6b	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
238140147ba317ae54c90e66960e22bb	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
96e7fd97c61af46606a9035c747e7efa	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae		
18a08f5e04638357b931e2ec25b0e17c	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__RF32	 f__	 g__	 s__
540a028b1f8b30d0977a2319c842d036	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
9f7bea924e8fd700cdb20a545897bc69	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
1449ee9ed945a52a3e1a27aa23d46d9f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
4aa6c856ba2fddd03120b92284072304	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
7574db134eda8adfc4b6e36c8da5259c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	 s__citroniae
2830936fa78b8eb81392f0ec13b0265e	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
7046389df4f010e281130ee94e13e6e5	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
148e92990bdc35868a84c8e339f8b1de	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
cda3d0494eb8bb753c982caa9dac7676	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
dfe192ea71a39ee4f0df5a644e5505ab	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Acetobacteraceae		
20778cbf58b399d279896decea362f20	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	
56c2c9d96e4774a310afdf4ad4e049d0	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
a805db7bddd69c6d8563def917de93ec	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	
2c2f8fdd3125eb07934f90a98a3c264d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
673379cd9d82317b181de0b060da4477	k__Bacteria	Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Lactococcus	 s__garvieae
33a0f7c122696ae451dec48092073e2e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
3a836b85c353a60fd98b5c7374a75309	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
cdd34c161813f6bb82f0815a945f8bce	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Dorea	 s__
f75fd8bfb39c467d0897129108f0ad28	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
767550ef24c003ce8b34342d112c377f	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
4196649257fd20cd08fd841b6ed9203c	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
50dc75c87a8dd0153a77348346ac8b51	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
636986dac6cbf7a8ea7f677a4011453b	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__RF32	 f__	 g__	 s__
0e8170ec4f020054ac7bb71e37053f60	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
3eed711a75bce4c92f9020700096e94b	k__Bacteria	Actinobacteria	 c__Actinobacteria	 o__Actinomycetales	 f__Geodermatophilaceae	 g__	 s__
c72bf1fb26186e069fc56ee6037e0cbc	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
608366f84d69c7b87c6da3004d7c9fb7	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
4079b0fae2eba4573ccadeaef7517a1c	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
806210c1d2d75d4828f504c26a708574	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
5523dee12dc4794171906e29d84b6b5f	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
e98b4c493f4726cbd90433258f6b7246	k__Bacteria	Actinobacteria	 c__Coriobacteriia	 o__Coriobacteriales	 f__Coriobacteriaceae	 g__	 s__
043bec6eecff991a09d2b169b05b9f21	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
46497afbe9482b43ba7b334447c59e3f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
65f1d29871c8da3b9207a0baeea0f9af	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
e6a6a9477e90630b6b9878f80a53626b	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Butyricimonas	 s__
f56e8ecfac5f476636eb05564abe289b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
5a4f76ee63375cf6881e17cdbf465996	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
0b75b287b26e29e57b99fef760332820	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__[Mogibacteriaceae]	 g__	 s__
9b095f4aaa97f24647dd8d2935a82a55	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
b35d42fb642012eda63f9b90405cd3ef	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__[Mogibacteriaceae]	 g__	 s__
b36678b883975c24b429d01961572d0b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
f7ac00fde65dc7cc52461ee8fcccd69e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
18e75dc941a5259ffc90e22141a67b4f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
c1f2221efdfa31794e7181959359efee	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	 s__symbiosum
19403bde777b6a4f7864e1d1e27a3659	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
b0688e2f9d2585e352f1efed6aef37a0	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
5f74826a74efebf84afc4df43c06cc01	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
b587fe14b9d8d45fbcc2e6cfb9383a93	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
ddfd7f6022f81a9d3be0fc3f358885ac	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
0b2d74187ee30ad7d04b9f622758077a	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
7401202bf263d29ce3d7df91957a4056	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Holdemania	 s__
7a03aec981e5aabd6e7771aae8152636	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
c0b49dfef812a0c809f312615d680549	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae		
c51b2c7d89498ef7846a57a866d4a43b	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
b2ffd37f3c9fe137a46985d36ea7c053	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__	 g__	 s__
de47c87395ebb755d3b8099e5ac8e07f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
e872f98a41e86a9ee72b5bb076bc654e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
1d2ca9df1ba578e7a7f78b9ea2a09114	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
ca45ec4fe48203d6d9b4d397aae755fa	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
70a730a7da66927327cba65aaf02bdcf	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__
c790551f37a1be94d3999a590ab768d9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
40f30b389cd5b93490960721fc1be1db	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
bcfcb507786172504987dcf47044c277	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__	 s__
8e1c39316edbf82115b271470fb08706	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
d0557af7bb5178c8f3aff798c76c1eff	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__ovatus
62874fe53b208362936c4dcee157eec4	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	
5c8e5a64b644650ad4173c9e7d012e83	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
122274c5782288aa2049e783553a7515	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__	 s__
ba9b206981921e7b165020e9de2549c9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Blautia	 s__producta
b900f862c7e018da5ea21a428d6eda09	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	 s__lavalense
bf3c48a294878a84b1a6e5c9f7a4661e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__	 s__
e541825ce8b86c18c3108e8dc20a1675	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
5b6367adcf3124df5f04f4d3623837b9	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__fragilis
28577e25a0e8ecf88d1d37c267347b1e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__	 s__
6322057404148a884d29303d62880b0d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
4b0728eafc19e8e712a7483e055fa79a	k__Bacteria	Tenericutes	 c__Mollicutes	 o__Mycoplasmatales	 f__Mycoplasmataceae	 g__	 s__
67d56863b6dc22da4ea111e7fede63b6	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
e7b1749156009940185d5d4e01ebf008	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
e9fc33d0bed4581c93256a43e4c9d176	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
22d7184cd858530b22b309452b109b29	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__	 g__	 s__
613f38d7296ca565b19118f0c7e6dc66	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
6a283ec687d32d88a4e3eaaa398cb0ed	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	
47f3d645d96038371757074de1d8fb8d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__fragilis
7a2d568e92e5f07a43f7b04a6dc80a6f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
dd885291b20519f2f2d1ec3dbc77b1b9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__
a718d69a004061291d499b270b0ca6ed	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__RF32	 f__	 g__	 s__
9c9b52545de5f778018c4460740a6c38	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
9acd8a4948892cf90087db3f6ffd2620	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
f99124d039753bedb5a091243aad9540	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
257a92afa057935fb98fb5fd568c7dd0	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
d7cc78eb2dce412c6b61b87f207f1b9d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
e46b9ceb4c692b5d087a7e8737974fff	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
f02c5a92a1fa964a4b2e8dddf075df1c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
a166307ef279ef331eff4d83b86dbb0b	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Holdemania	 s__
bd66caeb972342f39c8ac509a7e23183	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
d91520419b7edb2c4cacea3929787901	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
15e1d7a39e64b5fe1075fb6725f8342e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
06aeeff8374669255c75c1175af971a9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
73d5247ebd5628adcd903559c9c5cf01	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
2aac05de665bc36308abaa0612eccbb0	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
ac5251efcd4ddf4df090cd699f5741e1	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
27673a5c175855522dfdb545fbac5e0a	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
6351d43814c54f633e81bd784e39e2e3	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
74e4b39a40941266a237573d8672eb69	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
d794940a09690d228e72659ac3f5115f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
9356c0c7c410184d3122517082256837	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
dda9eef22574d2414f444719172d3454	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__Alistipes	 s__indistinctus
897432c968268f86c29116ed7848e735	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
6e1cd8cf7f688262a0686d3db320e1ce	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
3cf432ac1676e0a9dbab8d4293dee3b3	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
0fb3cb77b4faa6c5c0c0751df79bc499	k__Bacteria	Cyanobacteria	 c__4C0d-2	 o__YS2	 f__	 g__	 s__
412292dba0332df0eae4cdf0b09eb6db	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
a380f7c40d99e9bf31fe11f106d9883e	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
35d8befe2a06f232394186b95e8c1413	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__
082c4245101ba4c942b8d335889118bb	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
2d6a998c5847cf7e935552f323c8c886	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
542dbb705c6f924a741ef25e0e3f4d4e	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
990ca7dc83ec1f7499b25325f985cce0	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__distasonis
ded7606e2b557e95870c254bd90c3130	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	
8634a67d3fc918d3322755bb24142164	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__
8e45fca0e463aff5fd678498af03879d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
4540d2faf9597dc876bde21aef1ec3b7	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
e3ceee21295f247607feacae4699f350	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
f330a8d2204597dbe97585c4185570bd	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__fragilis
